Topic 0,Topic 1,label
0.56153727,0.4384627,positive
0.7159376,0.28406236,neutral
0.55713975,0.4428603,positive
0.64299786,0.35700217,neutral
0.2343905,0.76560944,positive
0.5,0.5,negative
0.9041641,0.0958359,negative
0.17205556,0.82794446,positive
0.3954616,0.6045384,positive
0.97227305,0.027726993,neutral
0.77588475,0.22411524,positive
0.90725815,0.09274186,negative
0.71273285,0.28726712,positive
0.9540829,0.045917127,neutral
0.39673424,0.60326576,neutral
0.598477,0.40152302,neutral
0.9692862,0.030713823,neutral
0.9749114,0.025088597,negative
0.93091536,0.06908462,negative
0.9672422,0.032757852,positive
0.9718862,0.02811372,neutral
0.52027386,0.47972608,neutral
0.5854177,0.4145823,positive
0.6444158,0.3555842,positive
0.9086828,0.09131716,negative
0.7459229,0.25407705,positive
0.8616427,0.13835725,neutral
0.9060746,0.09392547,neutral
0.5,0.5,neutral
0.91661745,0.08338254,neutral
0.940737,0.059263017,neutral
0.24755011,0.75244987,neutral
0.5495167,0.4504833,neutral
0.8973718,0.10262814,positive
0.97064763,0.029352304,positive
0.9708333,0.029166693,neutral
0.5252543,0.47474566,neutral
0.5209213,0.4790787,neutral
0.90360475,0.09639522,neutral
0.97722495,0.022775024,negative
0.46826485,0.5317352,neutral
0.5227459,0.47725415,neutral
0.96592253,0.034077495,neutral
0.07231205,0.92768794,neutral
0.52872044,0.4712796,neutral
0.9483981,0.051601913,neutral
0.18365593,0.816344,neutral
0.9364377,0.06356225,positive
0.53993,0.46007,neutral
0.9738908,0.026109213,neutral
0.9158874,0.0841126,positive
0.93283135,0.0671687,neutral
0.9235154,0.07648459,neutral
0.8404459,0.15955415,positive
0.9747873,0.025212679,neutral
0.9662191,0.033780817,positive
0.498691,0.501309,neutral
0.938554,0.061446045,neutral
0.9670577,0.03294231,negative
0.91661745,0.08338255,neutral
0.69522494,0.30477506,positive
0.5378947,0.4621053,neutral
0.6970895,0.30291054,neutral
0.9784232,0.021576842,neutral
0.9441512,0.055848736,positive
0.91311824,0.08688178,neutral
0.14109464,0.8589054,neutral
0.9549779,0.04502201,positive
0.51907754,0.48092246,negative
0.96418345,0.035816524,positive
0.98144364,0.01855637,positive
0.5,0.5,positive
0.9098154,0.09018462,neutral
0.9306005,0.069399446,neutral
0.75853634,0.24146368,neutral
0.94891375,0.051086232,neutral
0.9580463,0.04195371,neutral
0.6665154,0.3334846,positive
0.9740477,0.025952235,positive
0.95989406,0.040105935,positive
0.228144,0.77185607,neutral
0.54559815,0.4544018,neutral
0.962437,0.037563026,neutral
0.9576933,0.04230676,negative
0.97502327,0.024976732,positive
0.95247275,0.04752725,positive
0.95129675,0.04870325,neutral
0.91661745,0.08338255,neutral
0.6377968,0.36220312,neutral
0.57639116,0.42360884,positive
0.42924455,0.5707555,neutral
0.82985455,0.17014544,positive
0.87610644,0.12389356,neutral
0.9525723,0.047427744,positive
0.9676868,0.032313265,neutral
0.442748,0.557252,neutral
0.8829969,0.117003106,positive
0.59850717,0.40149286,neutral
0.5936934,0.40630662,neutral
0.9174526,0.0825474,positive
0.785839,0.21416096,neutral
0.2572178,0.7427822,neutral
0.9796261,0.020373896,positive
0.8543747,0.1456253,negative
0.9584944,0.04150557,neutral
0.8908693,0.109130636,neutral
0.9790133,0.020986684,neutral
0.6220819,0.37791815,neutral
0.064132735,0.9358673,neutral
0.64734197,0.35265803,positive
0.93744665,0.06255333,positive
0.976293,0.023706978,positive
0.07498753,0.9250125,neutral
0.8389216,0.1610784,neutral
0.68648857,0.3135114,neutral
0.16777733,0.8322227,positive
0.25145426,0.74854577,neutral
0.91661745,0.08338255,neutral
0.93367773,0.0663223,positive
0.9771781,0.022821901,positive
0.084584564,0.9154154,neutral
0.88757914,0.11242086,positive
0.08697129,0.9130287,positive
0.75092447,0.24907552,positive
0.9756161,0.024383878,neutral
0.96619153,0.033808444,positive
0.9355603,0.06443969,neutral
0.8498343,0.15016566,positive
0.9713942,0.028605845,neutral
0.30826524,0.6917348,neutral
0.32428575,0.6757143,neutral
0.9190608,0.08093917,neutral
0.58857363,0.41142634,neutral
0.8650492,0.13495085,positive
0.95940095,0.040599037,neutral
0.6932043,0.30679575,neutral
0.97129804,0.028701957,positive
0.9713237,0.028676318,positive
0.9366375,0.06336244,neutral
0.65496314,0.3450369,neutral
0.94499826,0.055001717,neutral
0.5,0.5,neutral
0.10482954,0.8951705,negative
0.98036945,0.019630503,neutral
0.9612555,0.0387445,neutral
0.052806333,0.9471937,neutral
0.95968825,0.04031179,positive
0.95208496,0.047915056,neutral
0.9653066,0.034693476,neutral
0.5,0.5,neutral
0.07355871,0.9264413,neutral
0.926596,0.07340403,negative
0.7612967,0.23870334,positive
0.84084344,0.15915655,neutral
0.83867866,0.16132137,neutral
0.94222593,0.05777411,negative
0.42660415,0.57339585,neutral
0.97488505,0.02511493,positive
0.9047376,0.09526241,neutral
0.039343365,0.96065664,negative
0.95901734,0.04098269,neutral
0.9518826,0.048117355,positive
0.91661745,0.08338255,neutral
0.96008676,0.039913237,positive
0.91820675,0.081793256,positive
0.06656442,0.93343556,neutral
0.53550404,0.464496,neutral
0.95735735,0.042642698,positive
0.9692184,0.030781606,positive
0.8546591,0.14534089,neutral
0.525689,0.47431096,positive
0.49776557,0.5022344,neutral
0.57019377,0.42980617,neutral
0.94398236,0.056017675,positive
0.91661745,0.08338254,neutral
0.28805286,0.71194714,neutral
0.37649262,0.6235073,neutral
0.7880426,0.21195745,neutral
0.25559962,0.7444004,neutral
0.8789679,0.12103214,positive
0.9730336,0.026966462,neutral
0.97785074,0.022149226,neutral
0.91661745,0.08338255,neutral
0.9704649,0.029535143,positive
0.8290222,0.17097776,positive
0.7160694,0.28393057,negative
0.8751783,0.12482171,neutral
0.95381767,0.046182305,negative
0.9523732,0.047626767,neutral
0.12876357,0.87123644,neutral
0.6773745,0.3226255,positive
0.9762797,0.023720322,positive
0.1368703,0.8631297,neutral
0.95154995,0.048450064,positive
0.9335795,0.06642051,positive
0.60876703,0.39123297,neutral
0.35767546,0.6423245,neutral
0.44781634,0.5521837,positive
0.9717669,0.028233109,positive
0.50888884,0.4911111,neutral
0.16514142,0.8348586,neutral
0.97364795,0.026352046,neutral
0.882476,0.117524095,positive
0.07529321,0.9247068,neutral
0.018851088,0.98114896,neutral
0.91661745,0.08338254,neutral
0.9209573,0.07904261,positive
0.8744782,0.1255218,positive
0.5337858,0.46621412,neutral
0.9659932,0.034006786,neutral
0.94536066,0.054639325,neutral
0.48164397,0.518356,positive
0.9538514,0.04614856,negative
0.96200705,0.037992954,positive
0.09381982,0.9061802,neutral
0.88255477,0.117445245,neutral
0.868779,0.13122101,neutral
0.42664787,0.5733521,neutral
0.9438742,0.056125823,neutral
0.97583765,0.02416234,positive
0.49969646,0.50030357,neutral
0.9756333,0.024366653,positive
0.14203921,0.85796076,positive
0.9446611,0.05533893,positive
0.9247214,0.07527855,positive
0.60046107,0.3995389,neutral
0.034486443,0.9655135,positive
0.793197,0.20680301,positive
0.025481332,0.97451866,neutral
0.96774423,0.032255806,neutral
0.94022036,0.05977963,neutral
0.09977318,0.90022683,neutral
0.6281852,0.37181482,neutral
0.50702006,0.4929799,positive
0.9211161,0.078883834,neutral
0.8983266,0.10167345,neutral
0.9329209,0.06707906,neutral
0.5,0.5,positive
0.97375906,0.026240952,neutral
0.7062216,0.29377845,neutral
0.94079006,0.05920994,neutral
0.11009652,0.8899034,neutral
0.7588895,0.24111058,neutral
0.14764221,0.8523578,neutral
0.86545306,0.13454686,negative
0.9649823,0.035017733,negative
0.08862485,0.9113751,neutral
0.09372335,0.90627664,neutral
0.8572122,0.1427878,positive
0.88866615,0.111333825,neutral
0.94885254,0.051147465,neutral
0.97024304,0.029756924,negative
0.9229583,0.077041656,neutral
0.9602235,0.0397765,negative
0.14709285,0.8529072,negative
0.969881,0.030118983,positive
0.9660767,0.033923294,neutral
0.91661745,0.08338255,neutral
0.9342198,0.06578018,neutral
0.43423337,0.5657667,neutral
0.85791695,0.14208311,neutral
0.83955437,0.16044565,positive
0.9501143,0.049885668,positive
0.95281357,0.0471864,neutral
